Compte,empty,Type
Leonya,0.0,Bot
cf-gitbot,0.0,Bot
stale,0.0,Bot
VesnaT,0.0,Bot
k8s-ci-robot,0.0,Bot
Page-,0.0,Bot
samhatoum,0.0,Bot
whulshof,0.0,Bot
fejta-bot,0.0,Bot
lock,0.0,Bot
reimannf,0.0,Bot
0crat,0.0,Bot
rultor,0.0,Bot
miq-bot,0.0,Bot
dsmjs-bot,0.0,Bot
hn-bot,0.0,Bot
alexandernanberg,0.0,Bot
watson-github-bot,0.0,Bot
openshift-ci-robot,0.0,Bot
openshift-bot,0.0,Bot
kubevirt-bot,0.0,Bot
HT2Bot,0.0,Bot
hubotbot,0.0,Bot
caicloud-bot,0.0,Bot
octokitbot,0.0,Bot
gaugebot,0.0,Bot
semantic-release-bot,0.0,Bot
atomist-bot,0.0,Bot
moltinbot,0.0,Bot
etcd-bot,0.0,Bot
jetstack-bot,0.0,Bot
sailsbot,0.0,Bot
yii-bot,0.0,Bot
greenkeeperio-bot,0.0,Bot
oclif-bot,0.0,Bot
jekyllbot,0.0,Bot
stoplight-bot,0.0,Bot
styleguidist-bot,0.0,Bot
mike-north-bot,0.0,Bot
shaka-bot,0.0,Bot
qiwibot,0.0,Bot
hawkbit-bot,0.0,Bot
electron-bot,0.0,Bot
angular-automatic-lock-bot,0.0,Bot
travi-bot,0.0,Bot
SupportClass-bot,0.0,Bot
probot-shopify,0.0,Bot
knative-prow-robot,0.0,Bot
ApiaryBot,0.0,Bot
go-cloud-bot,0.0,Bot
react-native-community-bot,0.0,Bot
adobe-bot,0.0,Bot
owo-bot,0.0,Bot
5iMON-bot,0.0,Bot
form8ion-bot,0.0,Bot
lonabot,0.0,Bot
pouchrobot,0.0,Bot
realm-probot,0.0,Bot
commitizen-bot,0.0,Bot
Staffbot,0.0,Bot
kubermatic-bot,0.0,Bot
ladybugbot,0.0,Bot
sourcegraph-bot,0.0,Bot
whateverbot,0.0,Bot
acs-bot,0.0,Bot
gitmate-bot,0.0,Bot
traverson-bot,0.0,Bot
sofastack-bot,0.0,Bot
vis-bot,0.0,Bot
concourse-bot,0.0,Bot
IssueHuntBot,0.0,Bot
nativescript-vue-bot,0.0,Bot
metal3-io-bot,0.0,Bot
karmarunnerbot,0.0,Bot
sre-bot,0.0,Bot
knative-test-reporter-robot,0.0,Bot
hospitalrunbot,0.0,Bot
zorro-bot,0.0,Bot
msft-github-bot,0.0,Bot
cypress-bot,0.0,Bot
che-bot,0.0,Bot
istio-policy-bot,0.0,Bot
tekton-robot,0.0,Bot
openshift-azure-robot,0.0,Bot
pfn-ci-bot,0.0,Bot
pull-bot,0.0,Bot
webpack-bot,0.0,Bot
jenkins-x-bot,0.0,Bot
metamaskbot,0.0,Bot
PWAStudioBot,0.0,Bot
dhis2-bot,0.0,Bot
pirate-bot,0.0,Bot
tykbot,0.0,Bot
status-github-bot,0.0,Bot
ng-zorro-bot,0.0,Bot
weex-bot,0.0,Bot
cozy-bot,0.0,Bot
google-oss-bot,0.0,Bot
botcerts,0.0,Bot
nockbot,0.0,Bot
retest-bot,0.0,Bot
ross-bott,0.0,Bot
MidLevel-Bot,0.0,Bot
hacs-bot,0.0,Bot
gitcoinbot,0.0,Bot
oni-bot,0.0,Bot
open-collective-bot,0.0,Bot
jw-issue-bot,0.0,Bot
tessel-crashbot,0.0,Bot
vscodebot,0.0,Bot
aio-libs-bot,0.0,Bot
issue-label-bot,0.0,Bot
appsflyerbot,0.0,Bot
knative-housekeeping-robot,0.0,Bot
matts-bot,0.0,Bot
taro-ui-bot,0.0,Bot
assemblebot,0.0,Bot
robotccm,0.0,Bot
egg-bot,0.0,Bot
babel-bot,0.0,Bot
QacoBot,0.0,Bot
devtools-bot,0.0,Bot
taro-bot,0.0,Bot
yarnbot,0.0,Bot
glassfishrobot,0.0,Bot
gitpod-io-legacy-app,0.0,Bot
az-iot-builder-01,0.0,Bot
prettyCoders,0.0,Bot
ddes-ci,0.0,Bot
nexus-ci,0.0,Bot
stencila-ci,0.0,Bot
infinitered-circleci,0.0,Bot
smartcar-ci,0.0,Bot
hft-team-city,0.0,Bot
pika-ci,0.0,Bot
balena-ci,0.0,Bot
yoshi-automation,0.0,Bot
arcus-automation,0.0,Bot
Google-Autofuzz,0.0,Bot
request-info,0.0,Bot
github-actions,0.0,Bot
sebbo2002,0.0,Bot
miki725,0.0,Human
wti806,0.0,Human
FrankD412,0.0,Human
ramya-rao-a,0.0,Human
yu199195,0.0,Human
erlepereira,0.0,Human
cjermain,0.0,Human
ericchiang,0.0,Human
SamHames,0.0,Human
edsu,0.0,Human
tkishel,0.0,Human
DavidS,0.0,Human
normj,0.0,Human
maxwellgerber,0.0,Human
tschaub,0.0,Human
wuxudong,0.0,Human
siddontang,0.0,Human
amyadzuki,0.0,Human
thomasp85,0.0,Human
y-takey,0.0,Human
robinmanuelthiel,0.0,Human
yurishkuro,0.0,Human
callum-oakley,0.0,Human
JesperLekland,0.0,Human
GSadee,0.0,Human
s0md3v,0.0,Human
AmauriC,0.0,Human
ralphbean,0.0,Human
chshersh,0.0,Human
slok,0.0,Human
yesmeck,0.0,Human
erikandre,0.0,Human
duncdrum,0.0,Human
nihalgonsalves,0.0,Human
captn3m0,0.0,Human
rsmekala,0.0,Human
bricesanchez,0.0,Human
chuanshuoye,0.0,Human
grgrzybek,0.0,Human
SamVerschueren,0.0,Human
peterbroadhurst,0.0,Human
rhelmot,0.0,Human
redgeoff,0.0,Human
justinlittman,0.0,Human
jsemler,0.0,Human
smithad15,0.0,Human
ihacku,0.0,Human
jancajthaml,0.0,Human
joelrebel,0.0,Human
jeffgbutler,0.0,Human
Kiikurage,0.0,Human
GaoJiasheng,0.0,Human
Zales0123,0.0,Human
faisalman,0.0,Human
HazAT,0.0,Human
swissspidy,0.0,Human
salgum1114,0.0,Human
kkoumantaros,0.0,Human
wnxn,0.0,Human
gbastien,0.0,Human
vincentfretin,0.0,Human
sbinet,0.0,Human
DvdMgr,0.0,Human
springmeyer,0.0,Human
jaumard,0.0,Human
ciscoheat,0.0,Human
ElRaptorus,0.0,Human
mosquito,0.0,Human
aokumasan,0.0,Human
snoyberg,0.0,Human
thedrow,0.0,Human
auvipy,0.0,Human
decadence,0.0,Human
peterdettman,0.0,Human
NickNeck,0.0,Human
cmswalker,0.0,Human
alvarotrigo,0.0,Human
galvesribeiro,0.0,Human
syndbg,0.0,Human
iwasaki-kenta,0.0,Human
hSaria,0.0,Human
scottbedard,0.0,Human
LukeTowers,0.0,Human
jaredallard,0.0,Human
Hypnosphi,0.0,Human
wonderflow,0.0,Human
csoltenborn,0.0,Human
s-nakajima,0.0,Human
rminnich,0.0,Human
jmrodri,0.0,Human
faiface,0.0,Human
markya0616,0.0,Human
fredwangwang,0.0,Human
matfish2,0.0,Human
ClaraBuettner,0.0,Human
doug-martin,0.0,Human
ai,0.0,Human
w0rm,0.0,Human
alshakero,0.0,Human
daviscabral,0.0,Human
aksonov,0.0,Human
kud,0.0,Human
vieron,0.0,Human
silasdavis,0.0,Human
tophsic,0.0,Human
sabas,0.0,Human
sfriedel,0.0,Human
chris-ramon,0.0,Human
bootstraponline,0.0,Human
visualfc,0.0,Human
cordoval,0.0,Human
stephpy,0.0,Human
mhchia,0.0,Human
revolunet,0.0,Human
dingo-d,0.0,Human
TriangleJuice,0.0,Human
mhallin,0.0,Human
alimanfoo,0.0,Human
nuxzero,0.0,Human
soffchen,0.0,Human
nadoo,0.0,Human
BryanApellanes,0.0,Human
drewsonne,0.0,Human
KacperMadej,0.0,Human
cvasseng,0.0,Human
gregberge,0.0,Human
kortschak,0.0,Human
oberbichler,0.0,Human
gfinak,0.0,Human
andrewimm,0.0,Human
jdolitsky,0.0,Human
mykola-mokhnach,0.0,Human
scottcorgan,0.0,Human
jongmoon,0.0,Human
jcraigk,0.0,Human
Arkounay,0.0,Human
integrii,0.0,Human
shockey,0.0,Human
jaqx0r,0.0,Human
sequoiaat,0.0,Human
kinggoesgaming,0.0,Human
jrobeson,0.0,Human
lucaslorentz,0.0,Human
ruimarinho,0.0,Human
tomkerkhove,0.0,Human
vlttnv,0.0,Human
Gbuomprisco,0.0,Human
ondrej-fabry,0.0,Human
DjebbZ,0.0,Human
MortalFlesh,0.0,Human
maciejtreder,0.0,Human
dcousens,0.0,Human
ekohl,0.0,Human
marjan-georgiev,0.0,Human
tartley,0.0,Human
junderw,0.0,Human
nicolaasuni,0.0,Human
ankurs,0.0,Human
SML-MeSo,0.0,Human
plazma-prizma,0.0,Human
taku910,0.0,Human
zsquareplusc,0.0,Human
euvl,0.0,Human
dbaeumer,0.0,Human
deepakkumar1984,0.0,Human
PuercoPop,0.0,Human
davazp,0.0,Human
kevinmehall,0.0,Human
Tasteful,0.0,Human
anntzer,0.0,Human
icy,0.0,Human
skyesx,0.0,Human
dreampiggy,0.0,Human
gavinorland,0.0,Human
cuining,0.0,Human
ajayns,0.0,Human
dborsatto,0.0,Human
ltparis2018,0.0,Human
JimGreenberg,0.0,Human
MindFlavor,0.0,Human
sohamkamani,0.0,Human
italolelis,0.0,Human
rShetty,0.0,Human
bgrainger,0.0,Human
tarampampam,0.0,Human
allencloud,0.0,Human
ymmt2005,0.0,Human
vmarkovtsev,0.0,Human
dhollinger,0.0,Human
amay077,0.0,Human
AnthonyBloomer,0.0,Human
samussiah,0.0,Human
danedexF5,0.0,Human
eed3si9n,0.0,Human
mikem8361,0.0,Human
garethahealy,0.0,Human
kazuki43zoo,0.0,Human
ebussieres,0.0,Human
jcfr,0.0,Human
zreichert,0.0,Human
msaps,0.0,Human
shrektan,0.0,Human
aelanman,0.0,Human
MatthewDolan,0.0,Human
sqweelygig,0.0,Human
savage-engineer,0.0,Human
tobilg,0.0,Human
PTaylour,0.0,Human
matthewhanson,0.0,Human
sserrata,0.0,Human
gerhardsletten,0.0,Human
AVVS,0.0,Human
twolfson,0.0,Human
greenkeeper,0.0,Human
sparhami,0.0,Human
ponychicken,0.0,Human
jonobr1,0.0,Human
jessfraz,0.0,Human
frezbo,0.0,Human
maartenbreddels,0.0,Human
MichaelAquilina,0.0,Human
timfallmk,0.0,Human
daschult,0.0,Human
RikkiGibson,0.0,Human
rdmurphy,0.0,Human
palewire,0.0,Human
andersondalmina,0.0,Human
juliabpp,0.0,Human
ljharb,0.0,Human
tylertreat,0.0,Human
stereobooster,0.0,Human
jdeeburke,0.0,Human
mikaoj,0.0,Human
hamzahamidi,0.0,Human
davesque,0.0,Human
edgurgel,0.0,Human
dmacthedestroyer,0.0,Human
dylans,0.0,Human
MattHodge,0.0,Human
pmarks,0.0,Human
johngian,0.0,Human
dipinhora,0.0,Human
spartan218,0.0,Human
ppolewicz,0.0,Human
bwbeach,0.0,Human
mickhansen,0.0,Human
SeanHayes,0.0,Human
beyerleinf,0.0,Human
wessmith,0.0,Human
dkent600,0.0,Human
gerkovink,0.0,Human
stefvanbuuren,0.0,Human
genevieve,0.0,Human
rowanjacobs,0.0,Human
derkan,0.0,Human
dgoodwin,0.0,Human
csrwng,0.0,Human
martindurant,0.0,Human
matthewdfuller,0.0,Human
fredliporace,0.0,Human
darrachequesne,0.0,Human
boz,0.0,Human
bradvogel,0.0,Human
cpu,0.0,Human
brendan-ward,0.0,Human
akrabat,0.0,Human
t-kelly,0.0,Human
jonathanmoore,0.0,Human
dan-gamble,0.0,Human
varahash,0.0,Human
nikhilym,0.0,Human
suzuki-shunsuke,0.0,Human
taion,0.0,Human
tdewolff,0.0,Human
liabru,0.0,Human
Roasbeef,0.0,Human
Shouqun,0.0,Human
oleavr,0.0,Human
smikula,0.0,Human
hadjipantelis,0.0,Human
topepo,0.0,Human
dgassaway,0.0,Human
mcdonc,0.0,Human
bertjwregeer,0.0,Human
prescottprue,0.0,Human
hnovikov,0.0,Human
Christina-Kang,0.0,Human
samedder,0.0,Human
akshayjshah,0.0,Human
buschtoens,0.0,Human
dfreeman,0.0,Human
papandreou,0.0,Human
sumitkdey,0.0,Human
mschuchard,0.0,Human
texastoland,0.0,Human
JamesHenry,0.0,Human
tnrich,0.0,Human
oyed,0.0,Human
waigani,0.0,Human
emersonwood,0.0,Human
colin-marshall,0.0,Human
jayair,0.0,Human
fetrarij,0.0,Human
fzerorubigd,0.0,Human
SirePi,0.0,Human
ilexp,0.0,Human
jamienoss,0.0,Human
pllim,0.0,Human
JoshKarpel,0.0,Human
comtihon,0.0,Human
GermanBluefox,0.0,Human
Tanner-MS,0.0,Human
wcjordan,0.0,Human
wernerglinka,0.0,Human
feltech,0.0,Human
ZNick1982,0.0,Human
Chethannp,0.0,Human
frankus,0.0,Human
Scrum,0.0,Human
joelmartinez,0.0,Human
nelio2k,0.0,Human
heynext,0.0,Human
norkans7,0.0,Human
sharafian,0.0,Human
jmmv,0.0,Human
Mogball,0.0,Human
kytrinyx,0.0,Human
pstehlik,0.0,Human
manofstick,0.0,Human
iamcal,0.0,Human
ARolek,0.0,Human
mrmrs,0.0,Human
heyzooi,0.0,Human
Widdershin,0.0,Human
staltz,0.0,Human
kashike,0.0,Human
sameb,0.0,Human
jamiealquiza,0.0,Human
grofit,0.0,Human
jridgewell,0.0,Human
jkasten2,0.0,Human
gliptak,0.0,Human
jessepeterson,0.0,Human
istarkov,0.0,Human
ludwigschubert,0.0,Human
Ntonio36,0.0,Human
maxbrunsfeld,0.0,Human
Nightsd01,0.0,Human
b4dnewz,0.0,Human
anishkny,0.0,Human
vitorbal,0.0,Human
asyncanup,0.0,Human
jpeach,0.0,Human
zalmoxisus,0.0,Human
ajoymajumdar,0.0,Human
qoomon,0.0,Human
michelvocks,0.0,Human
Skarlso,0.0,Human
abhinav,0.0,Human
johnstill,0.0,Human
zachferland,0.0,Human
ryan-rs,0.0,Human
kerrykimbrough,0.0,Human
sseide,0.0,Human
mitsuhiko,0.0,Human
rmfitzpatrick,0.0,Human
jrburke,0.0,Human
Nihlus,0.0,Human
luchotc,0.0,Human
rodri042,0.0,Human
flbulgarelli,0.0,Human
hanabi1224,0.0,Human
vkcn,0.0,Human
snakefoot,0.0,Human
JDetmar,0.0,Human
wilzbach,0.0,Human
Hackerpilot,0.0,Human
FireController1847,0.0,Human
fent,0.0,Human
wieslawsoltes,0.0,Human
cugini-dbx,0.0,Human
greatislander,0.0,Human
schlessera,0.0,Human
dabernathy89,0.0,Human
jasonyin,0.0,Human
lukasz-pyrzyk,0.0,Human
peburrows,0.0,Human
mattsb42-aws,0.0,Human
ef4,0.0,Human
bcomnes,0.0,Human
futuregerald,0.0,Human
calavera,0.0,Human
editicalu,0.0,Human
mhammond,0.0,Human
jaffee,0.0,Human
chessai,0.0,Human
andrewthad,0.0,Human
alexgrozav,0.0,Human
MabezDev,0.0,Human
mauricius,0.0,Human
Shesekino,0.0,Human
rossta,0.0,Human
farskipper,0.0,Human
nkubala,0.0,Human
grant-d,0.0,Human
jcdickinson,0.0,Human
lpinca,0.0,Human
3rd-Eden,0.0,Human
kvesteri,0.0,Human
rdvelazquez,0.0,Human
ztellman,0.0,Human
MonkeyDZeke,0.0,Human
dboskovic,0.0,Human
pokoli,0.0,Human
rodrigc,0.0,Human
rmp135,0.0,Human
pedrobaeza,0.0,Human
kataras,0.0,Human
justmoon,0.0,Human
CodyReichert,0.0,Human
shomron,0.0,Human
hdevalence,0.0,Human
jimmynotjim,0.0,Human
max3903,0.0,Human
gmyenni,0.0,Human
felixfiskare,0.0,Human
LJaraCastillo,0.0,Human
kaczmarj,0.0,Human
patricioe,0.0,Human
estambakio-sc,0.0,Human
dustinmm80,0.0,Human
sgnn7,0.0,Human
fearthecowboy,0.0,Human
tsloughter,0.0,Human
andmos,0.0,Human
SolomoN-ua,0.0,Human
kkemple,0.0,Human
dchabot,0.0,Human
newville,0.0,Human
hhslepicka,0.0,Human
Rich-Harris,0.0,Human
wbhob,0.0,Human
FezVrasta,0.0,Human
bdunne,0.0,Human
xz64,0.0,Human
yoheimuta,0.0,Human
timperrett,0.0,Human
kawych,0.0,Human
cwtuan,0.0,Human
pepyakin,0.0,Human
dazuma,0.0,Human
sschmidTU,0.0,Human
0xfe,0.0,Human
afc163,0.0,Human
jonahgraham,0.0,Human
eikenb,0.0,Human
RobinBuschmann,0.0,Human
wkeese,0.0,Human
brianegan,0.0,Human
ababic,0.0,Human
MarekKojder,0.0,Human
alexlamsl,0.0,Human
Link512,0.0,Human
kood1,0.0,Human
Ghnuberath,0.0,Human
fm-tibco,0.0,Human
cblomart,0.0,Human
martinRenou,0.0,Human
kristfal,0.0,Human
rejas,0.0,Human
mjpt777,0.0,Human
roman01la,0.0,Human
faizanahmad055,0.0,Human
thiagobustamante,0.0,Human
chuckdumont,0.0,Human
g105b,0.0,Human
sammynx,0.0,Human
jalvz,0.0,Human
gruberrolandvaltech,0.0,Human
Naktibalda,0.0,Human
MaikuB,0.0,Human
saniales,0.0,Human
bitbager,0.0,Human
zBritva,0.0,Human
nical,0.0,Human
vanniktech,0.0,Human
marc92w,0.0,Human
GreLI,0.0,Human
dkukharau,0.0,Human
bjodah,0.0,Human
osherdp,0.0,Human
krasoffski,0.0,Human
thrawn01,0.0,Human
andresgnlez,0.0,Human
phaazon,0.0,Human
nathanbowser,0.0,Human
mattsgarlata,0.0,Human
missinglink,0.0,Human
vmx,0.0,Human
achingbrain,0.0,Human
davegurnell,0.0,Human
pvillega,0.0,Human
eduardoboucas,0.0,Human
unlucio,0.0,Human
AaronHForgeFlow,0.0,Human
bsnacks000,0.0,Human
midnight-wonderer,0.0,Human
bojeil-google,0.0,Human
ngoldbaum,0.0,Human
vperron,0.0,Human
johnwmillr,0.0,Human
javagl,0.0,Human
Robdel12,0.0,Human
andrew-boyarshin,0.0,Human
mungojam,0.0,Human
hvanbakel,0.0,Human
jdef,0.0,Human
johannwagner,0.0,Human
felixrindt,0.0,Human
ssm,0.0,Human
mafintosh,0.0,Human
ianstormtaylor,0.0,Human
0xjac,0.0,Human
gutschilla,0.0,Human
okartau,0.0,Human
erikbarke,0.0,Human
stof,0.0,Human
lyrixx,0.0,Human
taflanidi,0.0,Human
shi-yuan,0.0,Human
lekkas,0.0,Human
ChadKillingsworth,0.0,Human
jarun,0.0,Human
Battenburg,0.0,Human
djmitche,0.0,Human
petemoore,0.0,Human
rynam0,0.0,Human
balintk,0.0,Human
odrotbohm,0.0,Human
CrossR,0.0,Human
metaodi,0.0,Human
jzaleski,0.0,Human
micvbang,0.0,Human
markus-wa,0.0,Human
erwinvaneyk,0.0,Human
gmoura,0.0,Human
zachmoody,0.0,Human
Nyholm,0.0,Human
mkorszun,0.0,Human
nemesisdesign,0.0,Human
rohithasrk,0.0,Human
GuillaumeJasmin,0.0,Human
jamesplease,0.0,Human
dpb587-pivotal,0.0,Human
CendioOssman,0.0,Human
DirectXMan12,0.0,Human
SebastienElet,0.0,Human
foxriver76,0.0,Human
hippiehunter,0.0,Human
akyoto,0.0,Human
divyenduz,0.0,Human
timsuchanek,0.0,Human
apfelbox,0.0,Human
dannyjacobs,0.0,Human
phogel,0.0,Human
nc6,0.0,Human
wadackel,0.0,Human
TylerCarlson1,0.0,Human
jbogard,0.0,Human
riceric22,0.0,Human
radu-matei,0.0,Human
Niko-r,0.0,Human
ripienaar,0.0,Human
justuseapen,0.0,Human
danwalmsley,0.0,Human
feross,0.0,Human
messense,0.0,Human
LKI,0.0,Human
Samuell1,0.0,Human
jaibatrik,0.0,Human
bhauman,0.0,Human
riccardonar,0.0,Human
kasparsd,0.0,Human
izmmisha,0.0,Human
frerich,0.0,Human
Cascades,0.0,Human
floehopper,0.0,Human
preaction,0.0,Human
autarch,0.0,Human
piotrmurach,0.0,Human
vmchukky,0.0,Human
chelm,0.0,Human
BenoitZugmeyer,0.0,Human
ttacon,0.0,Human
j-f1,0.0,Human
corbinu,0.0,Human
JayVora-SerpentCS,0.0,Human
tiliev,0.0,Human
GuilhemN,0.0,Human
dr-dimitru,0.0,Human
beanieboi,0.0,Human
gregsdennis,0.0,Human
phamtuan2993,0.0,Human
davesmith00000,0.0,Human
wolfy-j,0.0,Human
poy,0.0,Human
mweststrate,0.0,Human
jjd314,0.0,Human
vberger,0.0,Human
boopathi,0.0,Human
cekk,0.0,Human
daffidwilde,0.0,Human
lafita,0.0,Human
YannickJadoul,0.0,Human
coelho,0.0,Human
Jason3S,0.0,Human
Mahsaap,0.0,Human
janeeisenstein,0.0,Human
Sacharified,0.0,Human
jhkennedy,0.0,Human
insomniacslk,0.0,Human
ericsoderberghp,0.0,Human
vasili-v,0.0,Human
tonivade,0.0,Human
cpcloud,0.0,Human
wesm,0.0,Human
Hironsan,0.0,Human
alixdamman,0.0,Human
chinedufn,0.0,Human
alisonjoseph,0.0,Human
BoldMonday,0.0,Human
seejamescode,0.0,Human
StevenMaude,0.0,Human
kb2623,0.0,Human
dominikholler,0.0,Human
guewen,0.0,Human
sbidoul,0.0,Human
lmignon,0.0,Human
stalniy,0.0,Human
supercodepoet,0.0,Human
basvanbeek,0.0,Human
afshin,0.0,Human
laurentlb,0.0,Human
alandonovan,0.0,Human
jgrund,0.0,Human
larsonjj,0.0,Human
chazeon,0.0,Human
omangin,0.0,Human
iocanel,0.0,Human
dominictarr,0.0,Human
idubnori,0.0,Human
narr,0.0,Human
ppetrosh,0.0,Human
nglasl,0.0,Human
Sambego,0.0,Human
mjs,0.0,Human
Davo36,0.0,Human
abetomo,0.0,Human
slimslenderslacks,0.0,Human
vaastav,0.0,Human
fractalwrench,0.0,Human
jdsutherland,0.0,Human
imedina,0.0,Human
skt44,0.0,Human
shepmaster,0.0,Human
carllerche,0.0,Human
Drapegnik,0.0,Human
stepancheg,0.0,Human
DiegoRBaquero,0.0,Human
GlenDC,0.0,Human
udl,0.0,Human
stephendonner,0.0,Human
lawder,0.0,Human
Helow19274,0.0,Human
python273,0.0,Human
j0tunn,0.0,Human
nange,0.0,Human
danez,0.0,Human
henrylee2cn,0.0,Human
diasbruno,0.0,Human
RichardKnop,0.0,Human
davehunt,0.0,Human
JustBlackBird,0.0,Human
everplays,0.0,Human
tkruse,0.0,Human
mmerickel,0.0,Human
swlkr,0.0,Human
alexpan0610,0.0,Human
dormando,0.0,Human
shawnbot,0.0,Human
AkihiroSuda,0.0,Human
dlipovetsky,0.0,Human
senntyou,0.0,Human
lamhieu-vk,0.0,Human
maslianok,0.0,Human
ericodell,0.0,Human
ashleygould,0.0,Human
andrehp,0.0,Human
joshuaskelly,0.0,Human
Chiiruno,0.0,Human
bakape,0.0,Human
stevepiercy,0.0,Human
gedge,0.0,Human
mirko-pagliai,0.0,Human
maxiwoj,0.0,Human
SylwiaGargula,0.0,Human
tisba,0.0,Human
Julien-Molina,0.0,Human
ben181231,0.0,Human
LinusU,0.0,Human
mindthegab,0.0,Human
jasonz1987,0.0,Human
36degrees,0.0,Human
nicolafranchini,0.0,Human
DmitryBaranovskiy,0.0,Human
Senyoret1,0.0,Human
gz-c,0.0,Human
bitprophet,0.0,Human
FlyingBird95,0.0,Human
smoench,0.0,Human
Mulugruntz,0.0,Human
cryptobioz,0.0,Human
vektah,0.0,Human
displague,0.0,Human
kevinadi,0.0,Human
harti2006,0.0,Human
rpl,0.0,Human
whiskeysierra,0.0,Human
JeroenDeDauw,0.0,Human
mwjames,0.0,Human
gambol99,0.0,Human
calum-chamberlain,0.0,Human
adkerr,0.0,Human
leejarvis,0.0,Human
shin-,0.0,Human
epheph,0.0,Human
joeruello,0.0,Human
BrockReece,0.0,Human
brockpetrie,0.0,Human
brarcher,0.0,Human
cosven,0.0,Human
mpsido,0.0,Human
hanwen,0.0,Human
mminns,0.0,Human
b4b4r07,0.0,Human
scrapper,0.0,Human
NOtherDev,0.0,Human
epels,0.0,Human
matkoch,0.0,Human
kazuhikoarase,0.0,Human
temsa,0.0,Human
timglabisch,0.0,Human
theofidry,0.0,Human
danpersa,0.0,Human
gdementen,0.0,Human
dokato,0.0,Human
mmoreram,0.0,Human
palashmon,0.0,Human
martin31821,0.0,Human
seven1986,0.0,Human
thomas-crane,0.0,Human
tianxiaoliang,0.0,Human
mfherbst,0.0,Human
dmitrizzle,0.0,Human
tadashi-aikawa,0.0,Human
glennsl,0.0,Human
shahidhk,0.0,Human
abz53378,0.0,Human
terrycain,0.0,Human
sonofmun,0.0,Human
PonteIneptique,0.0,Human
jone,0.0,Human
jayands,0.0,Human
themasch,0.0,Human
Songmu,0.0,Human
leonsenft,0.0,Human
nomiddlename,0.0,Human
1991wangliang,0.0,Human
CarstenHollmann,0.0,Human
kumakichi,0.0,Human
davidgoli,0.0,Human
arolson101,0.0,Human
9seconds,0.0,Human
anthonychu,0.0,Human
dannyvankooten,0.0,Human
phax,0.0,Human
vasturiano,0.0,Human
archerzz,0.0,Human
themyth92,0.0,Human
sdboyer,0.0,Human
theckman,0.0,Human
kevinburke,0.0,Human
codingjoe,0.0,Human
adhatama,0.0,Human
leo,0.0,Human
zibs,0.0,Human
alexfernandez,0.0,Human
aichholzer,0.0,Human
chamerling,0.0,Human
javabrett,0.0,Human
probablyup,0.0,Human
YOUR-WORST-TACO,0.0,Human
deviantfero,0.0,Human
leemannd,0.0,Human
AlCalzone,0.0,Human
astirpe,0.0,Human
mariomka,0.0,Human
mar10,0.0,Human
benbrown,0.0,Human
elazar-lb,0.0,Human
elazarl,0.0,Human
jmartin82,0.0,Human
julianschiavo,0.0,Human
jcampbell05,0.0,Human
AvdLee,0.0,Human
Boris-Em,0.0,Human
martinpaljak,0.0,Human
StefH,0.0,Human
neargle,0.0,Human
adamwaite,0.0,Human
serathius,0.0,Human
akosyakov,0.0,Human
svenefftinge,0.0,Human
obiot,0.0,Human
Loque-,0.0,Human
Lukas0907,0.0,Human
foxbenjaminfox,0.0,Human
hubo1016,0.0,Human
louisgv,0.0,Human
opichals,0.0,Human
3lvis,0.0,Human
mgravell,0.0,Human
NickCraver,0.0,Human
zachborboa,0.0,Human
zxol,0.0,Human
NetanelBasal,0.0,Human
madskristensen,0.0,Human
AlanSl,0.0,Human
geovanisouza92,0.0,Human
SimonVT,0.0,Human
zombieJ,0.0,Human
VeaaC,0.0,Human
boxdot,0.0,Human
emilianodellacasa,0.0,Human
yegor256,0.0,Human
ypshenychka,0.0,Human
bboreham,0.0,Human
lckr,0.0,Human
dhirschfeld,0.0,Human
fpoli,0.0,Human
laumann,0.0,Human
etingof,0.0,Human
arnaudroger,0.0,Human
c3dr0x,0.0,Human
Gerrit0,0.0,Human
nicolas-grekas,0.0,Human
Tobion,0.0,Human
fabpot,0.0,Human
tomwilkie,0.0,Human
sushanthakumar,0.0,Human
nirinchev,0.0,Human
shytikov,0.0,Human
rmeissner,0.0,Human
Georgi87,0.0,Human
haraldk,0.0,Human
MrSerth,0.0,Human
MihaiTabara,0.0,Human
