Compte,lev,Type
Boris-Em,24.0,Human
martinpaljak,17.0,Human
moh-moola,100.0,Human
itkovian,4.0,Human
StefH,100.0,Human
serathius,14.0,Human
akosyakov,5.0,Human
svenefftinge,100.0,Human
YosuaHamonangan,40.0,Human
obiot,100.0,Human
Loque-,30.0,Human
Lukas0907,100.0,Human
hubo1016,24.5,Human
louisgv,63.5,Human
opichals,24.0,Human
3lvis,7.0,Human
benborla,100.0,Human
mgravell,18.0,Human
NickCraver,27.0,Human
zachborboa,100.0,Human
zxol,31.5,Human
AlanSl,31.0,Human
zombieJ,26.0,Human
VeaaC,17.0,Human
boxdot,14.0,Human
emilianodellacasa,39.0,Human
Praveengostu,100.0,Human
bboreham,32.0,Human
abataub,19.0,Human
lckr,10.0,Human
fpoli,41.0,Human
laumann,20.0,Human
etingof,33.0,Human
arnaudroger,100.0,Human
c3dr0x,86.5,Human
Gerrit0,34.0,Human
nicolas-grekas,100.0,Human
Tobion,15.0,Human
fabpot,13.0,Human
leth,29.0,Human
tomwilkie,22.0,Human
sushanthakumar,30.0,Human
nirinchev,17.0,Human
shytikov,24.0,Human
rmeissner,15.0,Human
haraldk,30.0,Human
MrSerth,23.0,Human
MihaiTabara,17.0,Human
mrhead,17.0,Human
barnabasJ,34.0,Human
qvantor,100.0,Human
gksinghjsr,37.0,Human
gunnihinn,28.0,Human
nbesimi,100.0,Human
anistor,52.0,Human
amckague,21.0,Human
AlekseyMartynov,6.0,Human
prolic,100.0,Human
bwoebi,41.0,Human
kelunik,11.0,Human
troch,9.0,Human
stefanpenner,24.0,Human
sjperkins,95.0,Human
PizzaBrandon,39.0,Human
SKalt,50.0,Human
davetcc,28.0,Human
sarahvc,31.0,Human
roxana-muresan,38.0,Human
scottgigante,14.5,Human
rdeits,34.0,Human
pfitzseb,2.5,Human
travigd,14.0,Human
dmethvin-gov,26.0,Human
annekainicUSDS,35.0,Human
dhmlau,32.0,Human
jbsmith7741,12.0,Human
basst314,36.0,Human
pvanlaar,41.0,Human
timpalpant,24.0,Human
vadimtsushko,100.0,Human
vorce,95.0,Human
aviau,17.0,Human
nicoddemus,2.0,Human
RonnyPfannschmidt,13.0,Human
clarsonneur,100.0,Human
ekaterina-nbl,44.0,Human
poveden,80.0,Human
pveentjer,3.0,Human
dtantsur,100.0,Human
blink1073,22.0,Human
mattstauffer,26.0,Human
RobinCK,100.0,Human
satyaranjanp,19.0,Human
sstok,33.0,Human
mmews-n4,38.0,Human
Propanu,38.0,Human
asaskevich,96.0,Human
clayreimann,9.0,Human
michaelleeallen,50.0,Human
niksy,31.0,Human
sleto-it,25.0,Human
vdboor,37.0,Human
haroal,34.0,Human
Victor804,33.5,Human
amymcgovern,100.0,Human
rsolorzano2410,2.0,Human
jtuttle,78.0,Human
reneklacan,20.5,Human
dceejay,50.5,Human
p-mongo,100.0,Human
jakzal,27.0,Human
mbjoseph,8.0,Human
k1LoW,20.0,Human
amasad,50.0,Human
mzgoddard,32.0,Human
EgorBo,65.0,Human
edbizarro,93.0,Human
mmatczuk,6.0,Human
yoshoku,32.0,Human
wojtek0806,37.0,Human
GromNaN,9.5,Human
j0k3r,25.0,Human
jc00ke,30.0,Human
b3nl,20.0,Human
filipsch,12.0,Human
rxaviers,10.0,Human
mbacovsky,26.0,Human
kidpixo,46.0,Human
Xonshiz,27.0,Human
darodi,21.0,Human
dsanchezseco,33.0,Human
jzaefferer,32.0,Human
sernst,36.0,Human
davidcassany,41.0,Human
Karamuto,19.0,Human
udos86,13.0,Human
ajdapretnar,59.0,Human
jwinzer,33.0,Human
FinnStutzenstein,19.0,Human
norio-nomura,18.0,Human
jpsim,11.0,Human
piotr-gawlowski,33.0,Human
viljamis,22.0,Human
bugalot,26.0,Human
jmcs,16.0,Human
martincostello,33.0,Human
brennerm,48.0,Human
hutnikau,21.5,Human
brandonocasey,11.0,Human
jhoongo,8.0,Human
jechols,8.0,Human
niksajakovljevic,35.0,Human
APwhitehat,45.0,Human
thomseddon,7.0,Human
mjsalinger,22.0,Human
czyzby,44.0,Human
krichter722,34.0,Human
tumbarumba,26.0,Human
jimlambie,21.0,Human
henriquenfaria,74.0,Human
samtstern,17.0,Human
nschonni,37.0,Human
artlomov,100.0,Human
gnilrets,100.0,Human
prmiles,26.0,Human
edre,33.5,Human
davidfischer,33.0,Human
nelhage,6.0,Human
chipbell4,29.0,Human
monsieurtanuki,29.0,Human
spyhunter99,2.0,Human
GabLeRoux,28.0,Human
schmave,2.0,Human
anselmbradford,32.0,Human
contolini,23.0,Human
irevirdis,33.0,Human
andywer,9.5,Human
otaviojava,30.5,Human
commenthol,24.0,Human
oleksandr-pavlyk,25.0,Human
filipw,26.0,Human
khellang,11.0,Human
hynek,26.0,Human
ariesdevil,8.5,Human
alexis-via,6.0,Human
tjwp,34.0,Human
soumak77,23.0,Human
briantq,33.0,Human
willprice,100.0,Human
miha-stopar,33.0,Human
walkermatt,25.0,Human
jonataswalker,8.0,Human
waylan,20.0,Human
lanzagar,21.0,Human
Amaimersion,16.0,Human
Hyuchia,32.0,Human
jdufresne,35.0,Human
bobdenotter,4.0,Human
kornelski,29.0,Human
iwillspeak,33.0,Human
tansengming,21.0,Human
maffeyl,100.0,Human
reckart,29.0,Human
Apollon77,27.0,Human
hampustagerud,28.0,Human
MscrmTools,50.0,Human
nfriedly,59.0,Human
marionebl,0.0,Human
Mmdixon,100.0,Human
jameswnl,33.0,Human
javan,31.0,Human
akhila-raju,6.0,Human
jschr,17.0,Human
mkaz,35.0,Human
joker234,20.0,Human
Mona62,100.0,Human
dpvc,37.0,Human
zorkow,33.5,Human
kvark,29.5,Human
rgritti,13.0,Human
Lenka42,50.0,Human
veronikaKochugova,100.0,Human
grahammendick,28.0,Human
jamescryer,100.0,Human
waseem-h,13.5,Human
paragonie-scott,5.5,Human
zonyitoo,25.0,Human
sevenTiny,100.0,Human
bdwain,4.0,Human
PLNech,15.0,Human
djzager,11.0,Human
casperisfine,31.0,Human
muan,27.0,Human
jpichon,6.0,Human
trevorstephens,8.0,Human
axic,4.0,Human
samdark,90.5,Human
zidad,14.0,Human
perry-mitchell,12.0,Human
DevYukine,7.0,Human
XhmikosR,24.5,Human
JanOuborny,14.0,Human
dimabory,100.0,Human
vladikoff,100.0,Human
FagnerMartinsBrack,21.0,Human
karmi,40.0,Human
Webdown404,100.0,Human
holgerd77,26.0,Human
dmarcuse,48.0,Human
c0gent,100.0,Human
xliiv,100.0,Human
adamliter,4.0,Human
deargle,15.0,Human
bebraw,19.0,Human
jakirkham,33.0,Human
diegoazh,86.5,Human
orhanobut,1.5,Human
StrahilKazlachev,21.0,Human
bigopon,36.0,Human
LordMike,19.0,Human
jfitisoff,100.0,Human
brianhie,26.0,Human
TysonAndre,13.0,Human
edjubuh,28.5,Human
arcondello,100.0,Human
nikolaiwarner,24.5,Human
MurhafSousli,100.0,Human
hunterlong,10.0,Human
mikery,68.0,Human
romaric-juniet,30.0,Human
philips77,28.0,Human
TorisanKitsune,25.0,Human
rphillips,12.0,Human
aaronlevy,4.0,Human
tarmolov,9.0,Human
ribice,8.0,Human
francoispqt,100.0,Human
jfcere,3.0,Human
mads-hartmann,100.0,Human
mharista,19.0,Human
aldeed,12.5,Human
ARyaskov,100.0,Human
tinybike,9.0,Human
VasiliyNovikov,100.0,Human
Fonger,27.0,Human
vkarpov15,31.0,Human
thijstriemstra,18.0,Human
segiddins,12.0,Human
damiani,30.0,Human
chhsiao90,7.0,Human
randy3k,17.0,Human
Azuka,29.5,Human
dchandekstark,6.0,Human
jeremeamia,36.5,Human
jgrandja,56.0,Human
atian25,14.0,Human
sdkottegoda,45.0,Human
carsongee,100.0,Human
wsmitchell3,36.5,Human
AusIV,7.0,Human
sh-waqar,100.0,Human
leblancfg,26.0,Human
dnalborczyk,25.0,Human
ojkelly,13.0,Human
mbloch1986,29.0,Human
grelleum,14.0,Human
malakaganga,68.0,Human
dg,10.0,Human
JanTvrdik,23.5,Human
glguy,23.0,Human
jtdaugherty,29.5,Human
pcarranza,25.0,Human
davidtheclark,29.0,Human
VladimirTechMan,36.0,Human
ear7h,31.0,Human
gdey,28.0,Human
phillipj,33.0,Human
redboltz,6.0,Human
jfcabral,32.0,Human
ipolevoy,53.0,Human
koloskof,100.0,Human
ruifigueira,31.5,Human
mbraak,100.0,Human
andreynering,3.0,Human
Onno-Dirkzwager,8.0,Human
JesKingDev,24.0,Human
raymondfeng,84.5,Human
Arkni,10.0,Human
tterb,11.0,Human
bnaras,26.0,Human
cferdinandi,21.0,Human
cbusbey,20.0,Human
frodofine,20.0,Human
EthanEChristian,13.0,Human
mrrodriguez,34.0,Human
WilliamParker,16.0,Human
santigimeno,29.0,Human
xdumaine,34.5,Human
erikeelde,40.0,Human
thinkingserious,30.0,Human
matthiask,100.0,Human
pascalberger,34.0,Human
alloy,16.0,Human
tagliala,21.5,Human
robmadole,100.0,Human
michaelplews,35.0,Human
alejandrogallo,100.0,Human
kencheeto,37.0,Human
adamchainz,100.0,Human
zAfLu,35.0,Human
kevinchalet,16.0,Human
alanhamlett,13.0,Human
larskanis,29.0,Human
tomplus,8.0,Human
mhseiden,44.0,Human
smtakeda,88.0,Human
richtier,100.0,Human
tysoncadenhead,100.0,Human
linyows,100.0,Human
aswanipranjal,35.0,Human
valeriocos,35.0,Human
ShelbyZ,36.0,Human
dkundel,70.0,Human
zhi1ong,100.0,Human
kamijin-fanta,13.0,Human
hassansin,17.0,Human
pkopac,30.0,Human
betatim,37.0,Human
athornton,100.0,Human
sebcrozet,9.0,Human
Ralith,19.0,Human
mengxiong10,100.0,Human
rocha,10.0,Human
valscion,18.0,Human
blakeembrey,23.0,Human
TalAmuyal,25.0,Human
slevy85,61.5,Human
darenju,26.0,Human
didierfranc,50.0,Human
weppos,100.0,Human
colinmarc,23.0,Human
johnmay,19.0,Human
mcollina,2.0,Human
peter279k,69.5,Human
mosen,30.0,Human
jrjohnson,35.0,Human
johnharris85,37.0,Human
thebsdbox,9.0,Human
michalkowal,22.0,Human
mesqueeb,100.0,Human
rcannood,19.0,Human
achille-roussel,30.0,Human
joni2back,21.0,Human
mantzas,100.0,Human
skaji,12.0,Human
cabauman,29.0,Human
rborer,29.0,Human
JiaLiPassion,28.0,Human
brandonbloom,50.0,Human
greglook,41.0,Human
ayiemba,100.0,Human
uwolfer,32.0,Human
cheton,12.0,Human
lorencarvalho,5.0,Human
iawia002,7.0,Human
hachi8833,23.0,Human
SamSaffron,32.0,Human
hsbt,24.0,Human
gnestor,26.0,Human
gillesdemey,37.0,Human
Drenn1,24.0,Human
WasabiFan,11.0,Human
j9ac9k,35.0,Human
GrahamCampbell,14.0,Human
ruslanskorb,100.0,Human
dieu,29.0,Human
johnynek,18.0,Human
asifdxtreme,100.0,Human
serhatbolsu,7.0,Human
izeye,32.0,Human
dyu,4.5,Human
brandur,36.0,Human
beardedeagle,48.0,Human
braegelno5,39.0,Human
tranchitam,72.5,Human
slandelle,9.0,Human
TheXDS,100.0,Human
ejmr,39.0,Human
zonuexe,22.0,Human
apisit,100.0,Human
maxekman,29.0,Human
cat-bro,26.0,Human
adamrauh,53.0,Human
benthestatistician,38.0,Human
ychin,29.0,Human
Einenlum,32.0,Human
antonmedv,100.0,Human
jodosha,12.0,Human
ajafff,20.0,Human
kevin-greene-ck,2.0,Human
kaatzee,28.5,Human
etorreborre,9.0,Human
ParallelTask,100.0,Human
Breakthrough,50.0,Human
demurgos,21.0,Human
losfair,100.0,Human
ash2k,9.0,Human
fabienvauchelles,100.0,Human
itamaro,5.5,Human
tsimbalar,36.0,Human
jirenius,100.0,Human
Yomguithereal,24.0,Human
Civil,16.0,Human
mtesseract,7.5,Human
PascalSchumacher,5.0,Human
nickw444,19.0,Human
vadeg,36.0,Human
motin,32.0,Human
amit-sharma,9.0,Human
spersson,42.0,Human
mdh67899,21.0,Human
nl5887,100.0,Human
ShMcK,25.0,Human
xmudrii,16.0,Human
Ynhockey,9.0,Human
ofernandezcr92,100.0,Human
jricher,100.0,Human
sander3,100.0,Human
efatsi,68.5,Human
doom369,22.0,Human
nschloe,100.0,Human
formiaczek,69.0,Human
siu,33.0,Human
guanqun,37.0,Human
sunng87,15.5,Human
yuripourre,53.0,Human
Suremaker,43.0,Human
webberig,38.0,Human
rpearce,12.0,Human
ngot,100.0,Human
Grsmto,28.0,Human
InquisitivePenguin,57.0,Human
davebryson,71.0,Human
zramsay,100.0,Human
adrianbrink,100.0,Human
melekes,100.0,Human
ukstv,9.0,Human
mariusvniekerk,16.0,Human
ikalchev,100.0,Human
vrom911,22.0,Human
vcaesar,38.0,Human
herpaderpaldent,26.0,Human
nol13,50.0,Human
rabbah,30.0,Human
dlew,3.0,Human
bartlangelaan,24.0,Human
seregazhuk,100.0,Human
oxinabox,29.0,Human
bdunks,41.0,Human
JonGilmore,20.5,Human
thecynic,34.0,Human
Varorbc,100.0,Human
Andryu,100.0,Human
fleaz,15.0,Human
0x1daniel,20.5,Human
reneeotten,37.0,Human
davarravad,24.0,Human
jorgenhenrichsen,14.5,Human
j-rewerts,31.5,Human
zharpaz,35.0,Human
mpostol,28.0,Human
Zil0,34.0,Human
non-Jedi,19.5,Human
rpkilby,9.0,Human
smortex,33.0,Human
bastelfreak,4.0,Human
KiChjang,25.0,Human
kevinsteves,7.5,Human
francoischalifour,3.0,Human
pravic,28.0,Human
sloria,11.0,Human
termoshtt,3.0,Human
fortytw2,29.0,Human
geek,10.0,Human
Marsup,30.0,Human
joshiste,26.0,Human
markusenglund,35.0,Human
halverneus,100.0,Human
elharo,100.0,Human
scls19fr,21.0,Human
jbgi,24.0,Human
jeskew,25.0,Human
hdorgeval,30.0,Human
Carreau,18.0,Human
cowtowncoder,37.0,Human
gen0cide,100.0,Human
webbcam,13.0,Human
dghubble,29.0,Human
dgw,33.0,Human
nadar,25.0,Human
depfu,42.0,Human
yutopp,100.0,Human
josemduarte,27.0,Human
gmf520,100.0,Human
bluebill1049,100.0,Human
TORISOUP,24.0,Human
neuecc,30.0,Human
nicolobruno,33.0,Human
njwest,31.5,Human
romelperez,6.0,Human
amenzhinsky,100.0,Human
NekR,100.0,Human
shogo4405,22.0,Human
keyki,100.0,Human
ernscht,55.0,Human
mscuthbert,28.5,Human
Silverwolf90,18.0,Human
elprans,25.0,Human
Lodin,30.0,Human
dingelish,17.0,Human
OverloadUT,35.5,Human
BuZZy1337,26.0,Human
rtfpessoa,100.0,Human
pauljohanneskraft,30.0,Human
jelmer,21.0,Human
maximbaz,34.0,Human
fhunleth,17.0,Human
danieldooley,12.0,Human
kylegach,73.0,Human
orenyodfat,11.0,Human
rchl,22.0,Human
rmarren1,18.0,Human
T4rk1n,31.0,Human
valentijnnieman,30.0,Human
anpleenko,100.0,Human
ChaseWiseman,7.0,Human
unfulvio,32.0,Human
olofk,35.0,Human
ctalkington,4.0,Human
suminb,35.0,Human
andryuha49,100.0,Human
Fokko,28.5,Human
ferstl,100.0,Human
mudassir0909,8.0,Human
dbfannin,42.0,Human
ghackett,29.0,Human
gjunge,11.5,Human
xmorera,30.0,Human
oskarrough,29.0,Human
HarveyKandola,13.0,Human
krystiankaluzny,41.0,Human
bodewig,31.0,Human
srowen,22.5,Human
JesusFreke,100.0,Human
krzkaczor,7.0,Human
Afterster,62.5,Human
germanattanasio,28.0,Human
reidmorrison,50.0,Human
yowainwright,1.0,Human
refractalize,7.0,Human
asottile,6.0,Human
talyguryn,20.0,Human
zakird,11.0,Human
sheppard,29.0,Human
klzns,17.0,Human
boutell,13.5,Human
tomaka,16.0,Human
geoperez,83.0,Human
itsachen,34.0,Human
erdi,100.0,Human
brownjava,31.0,Human
andyjansson,32.0,Human
chris-smith,31.0,Human
rickywiens,36.0,Human
HotelCalifornia,35.0,Human
jasl,58.5,Human
anwar6953,27.5,Human
schipiga,100.0,Human
ahmadiq,100.0,Human
arobase-che,29.5,Human
wooorm,21.0,Human
hartzis,28.0,Human
dozoisch,17.0,Human
arun251,34.0,Human
brian-nguyen,23.0,Human
kevingentile,100.0,Human
eddedd88,100.0,Human
smarterclayton,31.0,Human
dmage,10.0,Human
bparees,16.0,Human
jeevatkm,13.0,Human
satazor,27.0,Human
aashish24,100.0,Human
MilesMcBain,15.0,Human
darrenldl,20.0,Human
vreuter,7.5,Human
surli,20.5,Human
benjamin-bader,5.0,Human
jkelvie,11.0,Human
gosuri,4.0,Human
Carl-Hugo,16.5,Human
josemarluedke,100.0,Human
flops,100.0,Human
rodjek,15.0,Human
clintonb,25.0,Human
rbuels,22.0,Human
cmdcolin,34.0,Human
adamchel,17.0,Human
dburkhardt,100.0,Human
drzraf,33.0,Human
mellisio,16.0,Human
iNecas,21.0,Human
adamruzicka,3.0,Human
NHDaly,19.0,Human
bpodgursky,34.5,Human
jcornell123,32.0,Human
richardsamuels,100.0,Human
dpopp07,35.0,Human
nathandunn,18.0,Human
ffgalindo,28.0,Human
ndpete,13.5,Human
joelshawaddepar,25.0,Human
tjcelaya,25.0,Human
dekobon,3.0,Human
vito,38.0,Human
vincentsarago,12.0,Human
Leko,9.0,Human
greenaddress,21.5,Human
romanz,14.0,Human
ericholscher,100.0,Human
ozanuykun,100.0,Human
jettify,100.0,Human
ahhh,21.0,Human
JohnTitor,37.0,Human
DimaLiLongJi,3.0,Human
GlennMatthys,82.0,Human
Kukks,32.0,Human
rafihm,36.0,Human
michaelborchert,13.0,Human
weieigao,100.0,Human
linvi,100.0,Human
MichaelKetting,100.0,Human
stephenmcd,33.0,Human
hcodes,100.0,Human
bendrucker,15.0,Human
johndatserakis,100.0,Human
Maryom,3.0,Human
Mazyod,100.0,Human
sonota88,100.0,Human
loxp,100.0,Human
nblock,30.0,Human
nickhingston,14.5,Human
sanjid133,100.0,Human
vlad-km,29.0,Human
theotherphil,100.0,Human
Zegnat,32.5,Human
yanaga,100.0,Human
javierbrea,30.0,Human
piranna,33.0,Human
autotelik,32.0,Human
bidhan-a,25.5,Human
ubergesundheit,38.0,Human
lunemec,100.0,Human
lnemsick-simp,36.0,Human
arnoegw,16.0,Human
kporras07,11.0,Human
ethanwhite,24.0,Human
tbaliance,100.0,Human
mvantellingen,5.0,Human
kcooney,6.0,Human
maier,29.0,Human
morgant,64.0,Human
dblock,11.0,Human
sangleganesh,16.5,Human
plouc,13.5,Human
janvanrijn,75.0,Human
michaeldwan,6.0,Human
ktsn,18.5,Human
jeromegamez,16.0,Human
jmank88,35.0,Human
KeithWoods,3.0,Human
ferd,42.0,Human
TheGeorge,23.5,Human
namuyan,20.0,Human
close2,10.0,Human
mila,33.0,Human
theacodes,2.0,Human
dstufft,9.5,Human
JohnnyCrazy,21.0,Human
dlouzan,18.0,Human
bufferoverflow,100.0,Human
dantleech,100.0,Human
kachayev,23.0,Human
matsuo,22.0,Human
harlow,34.0,Human
antonybudianto,28.0,Human
kt3k,54.0,Human
prytoegrian,35.0,Human
wouldsmina,35.0,Human
nao-pon,23.0,Human
nblumhardt,27.0,Human
macdonst,24.0,Human
himrock922,100.0,Human
mshibuya,13.0,Human
jonaskello,25.0,Human
BeyondEvil,9.0,Human
FlorianWilhelm,28.0,Human
abravalheri,28.0,Human
Bernardo-MG,100.0,Human
athas,4.0,Human
deanmarchiori,39.0,Human
adamhsparks,27.0,Human
taras,25.0,Human
WebReflection,33.0,Human
wasabeef,21.0,Human
sw-yx,25.5,Human
reaperhulk,3.0,Human
alex,100.0,Human
FelixGail,100.0,Human
olimpias,37.0,Human
ldemailly,20.0,Human
ahartikainen,34.0,Human
joeaudette,100.0,Human
euresti,85.0,Human
dsander,19.0,Human
komuw,94.0,Human
czystyl,100.0,Human
teo-tsirpanis,24.0,Human
herom,33.5,Human
sorawee,6.0,Human
mmatloka,19.0,Human
jiwen624,30.0,Human
rodrigograca31,50.0,Human
sstevenkang,50.0,Human
AnthonySteele,81.0,Human
slang25,61.0,Human
Gallaecio,8.0,Human
TrevorFarrelly,32.0,Human
guillermooo,20.5,Human
itajaja,28.0,Human
JacquiManzi,100.0,Human
drewejohnson,32.0,Human
tyrannosaurus-becks,17.0,Human
gregturn,39.0,Human
miloyip,8.0,Human
nhumrich,26.0,Human
ggarnier,27.0,Human
WalternativE,41.0,Human
peyerluk,26.0,Human
reconbot,36.0,Human
BoboTiG,12.0,Human
i-like-robots,22.5,Human
ofrobots,100.0,Human
libotony,100.0,Human
botanicus,30.0,Human
mrjonesbot,38.0,Human
olgabot,40.0,Human
paleolimbot,100.0,Human
jeremyabbott,37.5,Human
sagalbot,9.0,Human
knobotz,100.0,Human
miabbott,63.0,Human
p3x-robot,50.0,Human
ericbottard,6.0,Human
jbottigliero,37.0,Human
JamesBotterill,71.5,Human
botimer,37.0,Human
dabbott,58.0,Human
jeffreymkabot,37.5,Human
mobile-devx-github-bot,35.0,Human
vaadin-bot,100.0,Human
glickbot,38.0,Human
dxrobot,100.0,Human
sacloud-bot,19.0,Human
RiotTranslateBot,100.0,Human
acarabott,32.0,Human
bottlenecked,36.0,Human
warmrobot,11.0,Human
BloggerBust-bot,38.0,Human
andreubotella,33.5,Human
cristianbote,11.0,Human
mrrobot47,43.0,Human
jesusbotella,32.5,Human
ninjarobot,58.5,Human
TheHipbot,17.0,Human
TurekBot,36.0,Human
tld-update-bot,100.0,Human
bobotu,21.0,Human
boenrobot,31.0,Human
larrybotha,32.0,Human
botandrose,27.0,Human
wbotelhos,35.0,Human
KarishmaBothara,16.0,Human
sarbbottam,24.0,Human
botika,1.0,Human
cjbottaro,27.0,Human
tensorflow-graphics-github-robot,33.0,Human
foxbot,27.0,Human
KittyBot,95.5,Human
TheAIBot,32.0,Human
BoTime,33.0,Human
iobotis,100.0,Human
jrbotros,50.5,Human
botev,68.5,Human
adrianbota,35.0,Human
dawsbot,18.0,Human
amitaekbote,26.0,Human
cristina0botez,100.0,Human
tibotiber,28.0,Human
PerBothner,36.0,Human
cbothner,39.0,Human
ParthBarot-BoTreeConsulting,34.0,Human
brokenbot,50.0,Human
charliesbot,27.0,Human
wootsbot,4.0,Human
glide-copybara-robot,29.0,Human
UberOpenSourceBot,19.0,Human
jjrobothamho,37.0,Human
trax-robot,33.0,Human
bothra90,34.0,Human
glotbot,100.0,Human
jbobotek,100.0,Human
ohbot,50.0,Human
xobotyi,23.0,Human
gvisor-bot,27.0,Human
KadoBOT,8.0,Human
codeboten,24.0,Human
robotmrv,19.0,Human
graalvmbot,3.0,Human
haribote,3.0,Human
moonwalker-bot,51.0,Human
achoboter,29.0,Human
usercont-release-bot,49.0,Human
subotic,10.5,Human
pabbott0,62.0,Human
breakingrobot,21.0,Human
brettchabot,57.0,Human
alshaboti,34.0,Human
abotiamnot,19.0,Human
rybot666,64.5,Human
wking-io,37.0,Human
sonic-ios-dev,31.0,Human
drj-io,100.0,Human
loeffel-io,24.5,Human
Alexandre-io,38.0,Human
Alban-io,100.0,Human
nhz-io,100.0,Human
ylv-io,100.0,Human
vlad-ion,40.5,Human
manuel-di-iorio,50.0,Human
prologic,32.0,Human
JDragovichAlertLogic,52.0,Human
techknowlogick,15.0,Human
logicminds,39.0,Human
easylogic,25.0,Human
Teknologica,34.0,Human
srikanthlogic,21.0,Human
logic-building,100.0,Human
FuzzicalLogic,31.5,Human
SlowLogicBoy,9.0,Human
viralogic,14.0,Human
chasinglogic,30.5,Human
bitsoflogic,23.0,Human
QuLogic,32.0,Human
IKnowLogic,38.0,Human
millerlogic,17.0,Human
FlickerLogicalStack,91.0,Human
scoder,100.0,Human
rzcoder,100.0,Human
jdxcode,100.0,Human
graemecode,100.0,Human
giventocode,12.0,Human
akcoder,33.5,Human
architectcodes,39.0,Human
fancycode,19.0,Human
codecholeric,28.0,Human
dcodeIO,64.5,Human
codesoap,37.0,Human
SpeedyCoder,100.0,Human
codelucas,27.0,Human
lukencode,39.5,Human
Anonycoders,30.0,Human
prettycoder,31.0,Human
codenrhoden,21.0,Human
thecodeboss,40.0,Human
codegangsta,100.0,Human
TattdCodeMonkey,26.0,Human
crankycoder,23.0,Human
coderaiser,26.0,Human
coderanger,37.0,Human
bpicode,2.0,Human
cjcodes,27.5,Human
haadcode,34.0,Human
codeTom,37.0,Human
TraGicCode,15.5,Human
seriouscoderone,100.0,Human
typicode,100.0,Human
jstacoder,22.0,Human
ncode,44.0,Human
cursedcoder,100.0,Human
codeandcats,29.0,Human
NorthSeacoder,8.5,Human
tk-codes,27.5,Human
andrewmcodes,37.0,Human
ncodes,16.0,Human
fabiosantoscode,27.0,Human
itai-codefresh,100.0,Human
